codfarmacia;aniomes;venta
242;2022-06;19032,11258
225;2022-06;8293,201646
3;2022-06;10291,22709
340;2022-06;8722,252543
153;2022-06;12026,78396
45;2022-06;3582,595016
237;2022-06;7051,812529
33;2022-06;5656,802972
32;2022-06;7194,629296
242;2022-06;18646,21817
409;2022-06;3129,0657
334;2022-06;4072,60872
19;2022-06;8911,769222
12;2022-06;5974,107319
11;2022-06;6584,44907
333;2022-06;7064,365052
228;2022-06;5906,327977
462;2022-06;10811,41684
30;2022-06;7600,913109
139;2022-06;6870,261933
422;2022-06;10543,47307
115;2022-06;1754,368691
107;2022-06;2711,301262
233;2022-06;3333,6491
213;2022-06;8181,136978
23;2022-06;8685,661257
110;2022-06;4851,98545
33;2022-06;4604,896702
9;2022-06;7924,599172
8;2022-06;1541,76291
293;2022-06;10112,08064
2;2022-06;8094,820156
153;2022-06;11841,02754
237;2022-06;6132,240027
287;2022-06;7507,648785
42;2022-06;4828,591846
470;2022-06;2666,2714
276;2022-06;11508,56774
236;2022-06;3059,807259
27;2022-06;5483,389623
23;2022-06;7555,202452
30;2022-06;6353,796325
115;2022-06;2334,874138
31;2022-06;13000,91113
451;2022-06;2534,651685
114;2022-06;3757,333479
11;2022-06;5707,222774
228;2022-06;4931,388648
211;2022-06;3444,255843
218;2022-06;8558,011359
334;2022-06;4519,110111
157;2022-06;4995,5303
371;2022-06;5724,003602
102;2022-06;6828,220739
75;2022-06;4590,177251
406;2022-06;7917,439031
251;2022-06;4650,608558
246;2022-06;2314,911112
98;2022-06;8880,990394
185;2022-06;3492,4148
163;2022-06;6031,585712
364;2022-06;16960,77221
442;2022-06;6505,3251
189;2022-06;13561,9897
100;2022-06;4240,452072
460;2022-06;4895,249002
264;2022-06;12729,40591
80;2022-06;10570,73228
313;2022-06;2841,450264
193;2022-06;4291,054488
402;2022-06;8065,835519
67;2022-06;4781,805354
208;2022-06;9475,194843
362;2022-06;13317,81284
268;2022-06;6347,033684
305;2022-06;7920,238423
403;2022-06;3514,357555
298;2022-06;5032,208528
400;2022-06;6339,324028
72;2022-06;2904,941834
301;2022-06;2275,1939
300;2022-06;7373,366521
64;2022-06;9013,815037
364;2022-06;17508,21206
245;2022-06;3669,929527
457;2022-06;7001,486792
251;2022-06;6000,558741
76;2022-06;3621,003578
380;2022-06;3706,931187
444;2022-06;8576,486011
457;2022-06;6631,326646
182;2022-06;5023,417689
377;2022-06;4083,948847
459;2022-06;4537,753667
72;2022-06;2221,176572
90;2022-06;6881,445709
59;2022-06;2956,664638
359;2022-06;5164,867508
208;2022-06;8914,565344
258;2022-06;6835,006966
445;2022-06;7119,694418
320;2022-06;10516,86817
195;2022-06;3636,126568
145;2022-06;7837,53046
20;2022-06;2908,037662
140;2022-06;2390,723425
294;2022-06;5405,954271
332;2022-06;5532,573964
333;2022-06;7866,945801
388;2022-06;8359,500204
13;2022-06;11700,20156
114;2022-06;3313,276082
15;2022-06;10991,46768
389;2022-06;5715,287017
297;2022-06;3282,249457
30;2022-06;6784,383888
115;2022-06;1617,979258
422;2022-06;11223,50943
145;2022-06;6596,871908
21;2022-06;3563,7972
448;2022-06;3187,23683
281;2022-06;4351,155645
119;2022-06;4603,019245
470;2022-06;4784,421547
3;2022-06;10381,03029
224;2022-06;4521,80474
276;2022-06;9410,339239
47;2022-06;2174,8183
271;2022-06;15021,22484
237;2022-06;7895,0263
153;2022-06;9233,626503
2;2022-06;7217,3285
292;2022-06;6438,494786
155;2022-06;7450,8322
37;2022-06;2124,023614
386;2022-06;14495,67655
390;2022-06;1301,232705
282;2022-06;5131,742751
296;2022-06;1261,0495
134;2022-06;9269,79752
141;2022-06;7700,173538
486;2022-06;3458,139525
215;2022-06;756,4120466
451;2022-06;2568,894468
332;2022-06;6553,171464
282;2022-06;4269,325982
18;2022-06;6729,134452
35;2022-06;4705,000552
386;2022-06;12025,06151
123;2022-06;7923,519589
33;2022-06;4873,1307
385;2022-06;10277,81184
452;2022-06;9425,803943
128;2022-06;2294,038035
331;2022-06;5295,383343
279;2022-06;9962,856283
237;2022-06;7460,7977
392;2022-06;8634,286907
121;2022-06;3727,628834
3;2022-06;9947,67437
411;2022-06;4716,027666
51;2022-06;6179,203371
343;2022-06;3028,146348
281;2022-06;4780,364689
58;2022-06;6142,429931
56;2022-06;4295,27617
468;2022-06;4622,641537
286;2022-06;1792,852122
115;2022-06;883,0595064
48;2022-06;17718,93725
137;2022-06;8403,884962
332;2022-06;6385,708628
215;2022-06;757,852
344;2022-06;6418,623841
51;2022-06;6688,014725
134;2022-06;8842,863399
343;2022-06;3446,971386
277;2022-06;7897,860041
242;2022-06;18638,19215
279;2022-06;9667,560709
219;2022-06;7579,441312
150;2022-06;4198,04662
241;2022-06;7448,313763
223;2022-06;4294,360849
234;2022-06;4991,329188
335;2022-06;5895,063927
283;2022-06;10882,2611
20;2022-06;2618,906731
140;2022-06;2680,264182
17;2022-06;2272,6733
227;2022-06;6733,980254
112;2022-06;4114,511702
286;2022-06;2521,642507
230;2022-06;3034,939109
485;2022-06;195,4518
107;2022-06;2934,958849
335;2022-06;4090,748232
131;2022-06;2132,075838
241;2022-06;8293,200859
132;2022-06;7484,859203
4;2022-06;7522,119453
292;2022-06;4784,402109
220;2022-06;9364,560033
502;2022-06;3165,955049
219;2022-06;8736,682019
121;2022-06;4372,945274
449;2022-06;5744,378999
328;2022-06;6409,720479
36;2022-06;5623,091896
399;2022-06;4645,714131
312;2022-06;3331,502588
414;2022-06;355893,8152
251;2022-06;5062,635435
406;2022-06;10539,10234
188;2022-06;5700,559291
315;2022-06;10774,41423
406;2022-06;6901,505457
310;2022-06;4066,719082
309;2022-06;4765,005119
264;2022-06;14270,01597
311;2022-06;5155,345413
181;2022-06;3705,763502
245;2022-06;3574,975752
183;2022-06;2298,655266
401;2022-06;3638,684173
175;2022-06;3564,722458
361;2022-06;8960,207086
408;2022-06;6973,235815
346;2022-07;5814,466544
93;2022-07;8222,648236
59;2022-07;3964,735137
202;2022-07;1694,96258
73;2022-07;2856,057069
322;2022-07;7733,587941
88;2022-07;6233,420979
195;2022-07;4108,472692
197;2022-07;3689,291658
319;2022-07;7883,979862
64;2022-07;8010,456433
364;2022-07;18888,90312
447;2022-07;4204,789591
308;2022-07;12371,58538
363;2022-07;4843,568791
249;2022-07;8520,712185
306;2022-07;7642,687438
97;2022-07;9137,731403
164;2022-07;2141,316729
77;2022-07;1134,687437
247;2022-07;4826,270754
246;2022-07;1421,54143
159;2022-07;5291,011044
444;2022-07;7199,568724
324;2022-07;8304,110885
261;2022-07;3996,942401
399;2022-07;5568,060963
180;2022-07;3065,9416
435;2022-07;4117,281616
312;2022-07;3911,363981
325;2022-07;10678,90361
313;2022-07;3207,93941
78;2022-07;5240,284265
317;2022-07;6504,217748
487;2022-07;13450,75537
259;2022-07;4155,62432
418;2022-07;5331,153315
172;2022-07;10034,51829
174;2022-07;5282,157515
431;2022-07;11373,87567
171;2022-07;6778,934359
477;2022-07;3093,5183
402;2022-07;9187,411331
350;2022-07;13028,96396
193;2022-07;4220,209636
65;2022-07;5300,740784
95;2022-07;4639,309007
494;2022-07;1154,859788
60;2022-07;1913,0096
299;2022-07;26000,8893
316;2022-07;1491,235539
65;2022-07;4935,748018
255;2022-07;16300,04806
197;2022-07;3715,25185
198;2022-07;3899,962035
200;2022-07;4278,637764
255;2022-07;18904,46857
71;2022-07;12064,42564
369;2022-07;5841,034868
431;2022-07;10814,6775
174;2022-07;4890,39027
186;2022-07;3238,853326
158;2022-07;25102,94863
444;2022-07;8612,801448
187;2022-07;3959,22971
261;2022-07;4170,2567
315;2022-07;9422,106782
86;2022-07;4726,778669
102;2022-07;6344,909399
357;2022-07;3333,548494
183;2022-07;2325,005259
474;2022-07;3051,985792
436;2022-07;16364,36975
88;2022-07;5800,424945
267;2022-07;15020,54324
194;2022-07;3541,2702
487;2022-07;14068,16015
199;2022-07;1879,6033
350;2022-07;14369,51733
67;2022-07;3737,076193
210;2022-07;6806,308815
401;2022-07;3647,54182
91;2022-07;2248,23382
430;2022-07;6407,32285
61;2022-07;10613,649
307;2022-07;4171,2179
164;2022-07;2568,983743
106;2022-07;9820,45114
246;2022-07;2616,516093
447;2022-07;4825,952198
181;2022-07;3251,954655
363;2022-07;3790,252411
83;2022-07;12172,41888
260;2022-07;8465,584687
326;2022-07;6222,1321
503;2022-07;1217,254185
191;2022-07;1884,9129
490;2022-07;7291,490062
186;2022-07;2221,907414
315;2022-07;11022,62111
9;2022-07;6994,476623
279;2022-07;9857,134345
220;2022-07;9489,047294
386;2022-07;10464,23154
122;2022-07;23092,404
155;2022-07;7767,99717
449;2022-07;6578,897217
273;2022-07;3590,754908
39;2022-07;4012,456208
275;2022-07;2903,456447
146;2022-07;2900,507076
412;2022-07;3542,379858
241;2022-07;7489,930271
223;2022-07;3703,86528
1;2022-07;6113,911204
9;2022-07;8331,430626
149;2022-07;3592,7849
292;2022-07;4832,338054
291;2022-07;6486,643637
333;2022-07;7709,207147
229;2022-07;5517,635091
486;2022-07;2837,857757
213;2022-07;6435,448965
110;2022-07;7632,64569
394;2022-07;8325,848439
27;2022-07;5650,778534
463;2022-07;3342,510463
19;2022-07;8420,12643
390;2022-07;2131,496325
15;2022-07;8329,94026
333;2022-07;5646,964051
480;2022-07;1979,966352
292;2022-07;5689,818498
341;2022-07;1989,126427
331;2022-07;4657,677079
35;2022-07;4121,382935
7;2022-07;14644,31101
130;2022-07;5685,288854
4;2022-07;7303,769216
38;2022-07;2302,06
122;2022-07;14961,0499
279;2022-07;11616,98151
220;2022-07;8331,100673
341;2022-07;10360,08689
395;2022-07;5312,167887
28;2022-07;6280,493687
409;2022-07;3210,49957
394;2022-07;8655,699797
14;2022-07;10313,10501
485;2022-07;4146,291831
31;2022-07;13117,90675
111;2022-07;5158,352162
284;2022-07;7775,406486
112;2022-07;3868,781301
141;2022-07;7615,763925
286;2022-07;1731,68617
16;2022-07;7430,351291
56;2022-07;4522,609647
278;2022-07;3661,285586
238;2022-07;1812,200021
392;2022-07;9841,835181
504;2022-07;6834,82897
40;2022-07;2591,896764
41;2022-07;3787,521166
223;2022-07;3104,9286
156;2022-07;4278,51708
5;2022-07;13114,94201
146;2022-07;2154,005977
473;2022-07;3948,426114
385;2022-07;13359,27667
239;2022-07;6757,919396
293;2022-07;9840,362041
240;2022-07;16787,82154
143;2022-07;11359,57864
216;2022-07;3265,163501
451;2022-07;2765,379065
284;2022-07;8985,900002
345;2022-07;7223,965841
54;2022-07;4694,045151
217;2022-07;3494,0319
26;2022-07;3314,453876
211;2022-07;2667,971936
281;2022-07;5025,5054
213;2022-07;8026,677592
215;2022-07;866,166
462;2022-07;12116,01336
129;2022-07;8818,362716
413;2022-07;5122,938312
329;2022-07;10734,26318
453;2022-07;4416,312946
386;2022-07;12624,42223
122;2022-07;23334,6916
470;2022-07;4551,260564
2;2022-07;5328,3986
32;2022-07;7624,431084
115;2022-07;1936,845519
339;2022-07;5326,307425
137;2022-07;7875,604671
136;2022-07;3242,216692
135;2022-07;8583,68846
463;2022-07;5408,538782
391;2022-07;5537,68091
234;2022-07;5123,332624
19;2022-07;9964,129047
334;2022-07;5027,305416
344;2022-07;6540,38829
114;2022-07;3466,341683
140;2022-07;2922,2836
294;2022-07;4757,531032
137;2022-07;7122,407459
464;2022-07;3491,826324
204;2022-07;8645,19119
418;2022-07;7010,321698
445;2022-07;7320,610205
268;2022-07;6449,938022
305;2022-07;8629,243601
299;2022-07;22690,1882
210;2022-07;6262,007994
266;2022-07;8404,376097
378;2022-07;4353,5236
320;2022-07;9731,153916
166;2022-07;16987,35656
318;2022-07;12107,38789
66;2022-07;9148,144555
400;2022-07;5501,628648
255;2022-07;21008,78589
176;2022-07;4097,065799
403;2022-07;2322,43369
90;2022-07;7473,395316
188;2022-07;5514,008638
379;2022-07;1987,039122
251;2022-07;5882,338754
475;2022-07;244,4711
313;2022-07;4251,412579
365;2022-07;4028,239996
415;2022-07;4578,596792
381;2022-07;5829,929231
442;2022-07;7826,177244
100;2022-07;4711,216571
189;2022-07;13727,4193
244;2022-07;9322,578481
180;2022-07;4164,208944
250;2022-07;7614,286542
246;2022-07;2175,668891
247;2022-07;5084,80933
73;2022-07;2758,666229
319;2022-07;9409,485907
197;2022-07;3145,207803
270;2022-07;5788,130213
483;2022-07;5132,808963
176;2022-07;4265,633938
175;2022-07;3629,837403
321;2022-07;1487,517941
199;2022-07;1959,181529
465;2022-07;30883,47144
197;2022-07;3415,869066
478;2022-07;11136,4836
320;2022-07;11799,4646
494;2022-07;616,0859236
359;2022-07;5165,942603
206;2022-07;6860,266261
458;2022-07;9992,15264
61;2022-07;8284,30042
258;2022-07;5459,266078
441;2022-07;5461,781648
375;2022-07;2185,903329
376;2022-07;10279,66101
185;2022-07;3886,537217
404;2022-07;8462,460899
85;2022-07;7555,246567
87;2022-07;4020,702084
327;2022-07;7030,38873
490;2022-07;7717,845587
442;2022-07;8355,786503
103;2022-07;3678,726656
357;2022-07;3370,395813
190;2022-07;6617,952526
264;2022-07;12111,62583
363;2022-07;3195,871133
371;2022-07;5928,405098
260;2022-07;9135,251578
309;2022-07;4202,7502
376;2022-07;7886,034107
380;2022-07;4531,753279
406;2022-07;9624,776963
75;2022-07;4502,246777
343;2022-07;4353,728757
391;2022-07;6450,301511
339;2022-07;5086,476657
30;2022-07;6284,925541
229;2022-07;5450,329233
338;2022-07;4179,009891
49;2022-07;6859,76171
230;2022-07;3003,983495
115;2022-07;2465,018129
468;2022-07;4375,740835
31;2022-07;12536,8287
228;2022-07;4823,049545
114;2022-07;4388,132625
26;2022-07;4123,462633
273;2022-07;3532,265321
35;2022-07;4424,210505
386;2022-07;11894,44821
328;2022-07;4932,965623
156;2022-07;3833,339788
123;2022-07;11329,49042
240;2022-07;17133,25872
290;2022-07;7843,023599
452;2022-07;9631,786695
341;2022-07;10284,49015
292;2022-07;3756,283535
1;2022-07;6274,228577
392;2022-07;8852,133449
155;2022-07;8434,969913
146;2022-07;2647,7214
236;2022-07;3308,813009
55;2022-07;4701,939991
110;2022-07;9226,344943
19;2022-07;8752,436463
420;2022-07;5845,177795
137;2022-07;8020,538121
56;2022-07;3281,090664
462;2022-07;13369,67654
227;2022-07;3435,03949
390;2022-07;2057,725303
212;2022-07;1370,193222
107;2022-07;2803,539405
336;2022-07;4478,013559
110;2022-07;4437,872641
296;2022-07;6268,956984
51;2022-07;6690,94107
213;2022-07;10401,6314
241;2022-07;6768,144613
242;2022-07;17294,60223
470;2022-07;3864,7364
274;2022-07;4383,3184
502;2022-07;2469,1949
279;2022-07;11497,13673
151;2022-07;2774,742654
278;2022-07;5396,383114
392;2022-07;9509,149339
154;2022-07;2860,709197
129;2022-07;9549,689329
290;2022-07;8451,11209
473;2022-07;1239,44683
128;2022-07;2508,180561
452;2022-07;9798,379995
147;2022-07;2950,62203
132;2022-07;6145,737013
35;2022-07;4693,057118
123;2022-07;10231,92413
190;2022-07;5858,420256
180;2022-07;4240,287259
183;2022-07;2493,130928
414;2022-07;554245,8587
188;2022-07;4088,743048
306;2022-07;9477,840425
406;2022-07;11044,16782
354;2022-07;5298,298314
76;2022-07;2876,051458
250;2022-07;8510,200126
314;2022-07;3832,377526
79;2022-07;5736,177256
371;2022-07;5982,29959
102;2022-07;5198,385752
175;2022-07;4268,727043
72;2022-07;3041,461138
64;2022-07;8168,292486
65;2022-07;3857,628083
323;2022-07;3971,535536
431;2022-07;12319,95059
267;2022-07;16676,39936
482;2022-07;1129,3984
268;2022-07;7723,1018
201;2022-07;1786,498011
299;2022-07;27253,3267
347;2022-07;2650,002715
69;2022-07;8534,327785
350;2022-07;12890,65842
166;2022-07;17938,83065
64;2022-07;6289,368631
157;2022-07;5647,216812
365;2022-07;4222,438681
312;2022-07;3660,100867
75;2022-07;4529,456937
355;2022-07;7020,967799
354;2022-07;4870,381159
97;2022-07;9651,664429
374;2022-07;7254,417544
307;2022-07;3249,201779
357;2022-08;2716,999064
447;2022-08;4619,267802
443;2022-08;3009,171823
193;2022-08;4284,898367
91;2022-08;2938,041291
351;2022-08;7274,713218
402;2022-08;10084,14925
166;2022-08;14984,13758
360;2022-08;9667,496258
204;2022-08;8098,442376
430;2022-08;5549,623762
418;2022-08;7735,384804
494;2022-08;741,0629117
359;2022-08;4667,823414
96;2022-08;3774,545738
90;2022-08;7402,041366
207;2022-08;19045,74782
369;2022-08;4879,439361
322;2022-08;8727,944695
400;2022-08;6059,310489
72;2022-08;3245,69353
195;2022-08;5587,146395
226;2022-08;9260,644309
394;2022-08;8605,589658
120;2022-08;7415,413836
486;2022-08;2723,715973
12;2022-08;6367,477428
462;2022-08;13687,79396
139;2022-08;6679,450767
213;2022-08;4802,186314
466;2022-08;1506,84868
136;2022-08;1785,790841
413;2022-08;3927,357911
154;2022-08;3092,339987
129;2022-08;8975,801296
221;2022-08;6663,665485
34;2022-08;6551,68224
291;2022-08;5411,250702
222;2022-08;3459,681689
44;2022-08;4121,209545
275;2022-08;2589,669581
7;2022-08;15210,62242
117;2022-08;9575,36296
344;2022-08;7049,931191
282;2022-08;4893,844316
232;2022-08;4134,031077
448;2022-08;2993,589113
421;2022-08;3759,554991
342;2022-08;3845,641537
339;2022-08;5003,381901
11;2022-08;3997,762349
284;2022-08;7341,431477
486;2022-08;2887,972179
29;2022-08;7485,18146
16;2022-08;7774,932328
226;2022-08;4401,15463
411;2022-08;4945,901928
394;2022-08;7984,247926
27;2022-08;4752,739981
274;2022-08;4811,988794
39;2022-08;4481,929332
393;2022-08;5092,3565
275;2022-08;3325,9743
5;2022-08;13447,73426
472;2022-08;2626,175224
156;2022-08;3676,444094
34;2022-08;7235,359268
126;2022-08;3591,046942
272;2022-08;11513,92553
288;2022-08;1996,185053
221;2022-08;5238,914467
6;2022-08;5819,767224
242;2022-08;21353,32588
382;2022-08;1310,518371
224;2022-08;5494,242315
407;2022-08;4548,635054
457;2022-08;6970,954414
186;2022-08;3040,479022
324;2022-08;10022,0744
496;2022-08;2532,879477
261;2022-08;3340,773
376;2022-08;7385,390637
249;2022-08;13273,2092
251;2022-08;2150,612031
307;2022-08;3887,984737
254;2022-08;4744,828453
327;2022-08;5906,792332
182;2022-08;5950,944363
371;2022-08;4185,440114
79;2022-08;5271,212865
378;2022-08;4604,272777
71;2022-08;9843,522223
465;2022-08;27269,14933
458;2022-08;12272,96338
304;2022-08;3839,070093
298;2022-08;4741,951353
346;2022-08;4145,316636
493;2022-08;1627,2847
368;2022-08;3058,51779
301;2022-08;2597,962272
478;2022-08;11509,60094
302;2022-08;1291,193081
269;2022-08;9468,494838
259;2022-08;5367,77944
309;2022-08;5469,97561
311;2022-08;5677,15393
99;2022-08;6268,765117
446;2022-08;6596,8225
247;2022-08;5447,604419
354;2022-08;4507,5239
474;2022-08;1589,037066
404;2022-08;7589,70384
398;2022-08;4969,807865
158;2022-08;22376,23705
252;2022-08;4840,652426
326;2022-08;7146,285871
407;2022-08;3859,657718
68;2022-08;9251,085095
432;2022-08;18126,08747
70;2022-08;2685,85371
360;2022-08;9496,63887
179;2022-08;15183,77603
322;2022-08;6437,260786
305;2022-08;8520,492477
90;2022-08;7576,683006
203;2022-08;3465,263117
204;2022-08;7645,100508
60;2022-08;1831,5135
261;2022-08;3856,510172
158;2022-08;22152,42531
246;2022-08;1784,672006
247;2022-08;4834,125382
407;2022-08;4212,39754
192;2022-08;7350,544008
442;2022-08;5443,700754
190;2022-08;6237,22914
79;2022-08;5050,76475
446;2022-08;7339,5365
254;2022-08;4341,618146
190;2022-08;7617,72665
460;2022-08;4607,681384
97;2022-08;9002,192627
248;2022-08;6336,877214
249;2022-08;9270,095186
207;2022-08;20373,7576
61;2022-08;9682,603352
441;2022-08;6341,84219
90;2022-08;7234,115523
465;2022-08;30929,56457
91;2022-08;3307,44209
200;2022-08;4096,999983
259;2022-08;4085,263064
66;2022-08;6717,313312
198;2022-08;4509,396008
349;2022-08;2422,774421
321;2022-08;1600,464998
206;2022-08;7453,791442
322;2022-08;7307,668244
362;2022-08;10753,8436
182;2022-08;6723,087956
446;2022-08;6699,644004
82;2022-08;1597,77607
309;2022-08;4915,956515
310;2022-08;4209,795271
428;2022-08;2906,714406
325;2022-08;9192,079431
417;2022-08;6653,250872
399;2022-08;5775,706995
252;2022-08;4277,226661
324;2022-08;9731,239796
174;2022-08;3648,696681
431;2022-08;8946,07969
322;2022-08;7064,690355
493;2022-08;1981,170555
433;2022-08;3117,428449
319;2022-08;8648,939276
300;2022-08;7648,37775
194;2022-08;3132,837879
432;2022-08;19921,61031
478;2022-08;12844,21472
166;2022-08;14133,98833
465;2022-08;28320,04368
440;2022-08;7184,204047
71;2022-08;9794,429022
378;2022-08;4715,973379
166;2022-08;13780,19001
445;2022-08;6386,725146
299;2022-08;24379,6137
298;2022-08;6274,489874
29;2022-08;6550,29906
486;2022-08;2946,74338
31;2022-08;12256,73028
110;2022-08;10269,41459
394;2022-08;7282,640188
226;2022-08;6880,660785
282;2022-08;4731,487851
117;2022-08;9328,632626
21;2022-08;3413,712633
28;2022-08;6947,699112
138;2022-08;17594,28773
290;2022-08;6563,517677
125;2022-08;2962,835073
219;2022-08;8114,202844
220;2022-08;8336,740637
240;2022-08;14021,23548
382;2022-08;3690,4337
121;2022-08;3665,327669
329;2022-08;9889,249732
387;2022-08;3410,072713
224;2022-08;2648,180847
472;2022-08;2921,975613
39;2022-08;2960,035956
393;2022-08;7895,3235
293;2022-08;10524,93963
34;2022-08;5436,856415
342;2022-08;4412,8965
137;2022-08;8374,083285
421;2022-08;3438,4851
334;2022-08;3945,762452
281;2022-08;5620,1503
466;2022-08;1822,651256
134;2022-08;7928,281558
19;2022-08;9444,427123
119;2022-08;4056,064899
394;2022-08;8507,422765
332;2022-08;6881,161891
16;2022-08;9860,742998
284;2022-08;6785,431457
17;2022-08;2476,8599
44;2022-08;4011,270382
222;2022-08;2315,936274
239;2022-08;5942,179066
331;2022-08;5280,433809
149;2022-08;3168,591235
273;2022-08;4151,102604
5;2022-08;12297,99399
131;2022-08;1852,120246
130;2022-08;3725,12814
242;2022-08;19755,10159
129;2022-08;9429,539163
426;2022-08;5678,639405
221;2022-08;7116,264791
154;2022-08;3135,634127
124;2022-08;3457,19641
219;2022-08;7438,465784
32;2022-08;7285,895246
238;2022-08;1620,375286
292;2022-08;5141,471598
293;2022-08;11204,65705
127;2022-08;7542,908991
331;2022-08;5378,860497
276;2022-08;9558,125331
479;2022-08;1404,472
386;2022-08;14420,96335
130;2022-08;5027,195027
412;2022-08;2400,9809
223;2022-08;3789,87854
236;2022-08;3325,086801
36;2022-08;5061,460353
122;2022-08;13852,6491
124;2022-08;3220,486681
44;2022-08;3056,808565
426;2022-08;6726,584453
32;2022-08;7007,900896
219;2022-08;7428,909697
427;2022-08;4086,2947
332;2022-08;6193,5821
137;2022-08;7889,546239
395;2022-08;4898,476539
336;2022-08;4212,568583
52;2022-08;3594,654742
344;2022-08;6401,422636
343;2022-08;2912,578895
110;2022-08;9543,468852
337;2022-08;9739,082531
333;2022-08;7817,546883
48;2022-08;14851,36644
332;2022-08;5360,877203
111;2022-08;6461,228892
58;2022-08;6524,931929
141;2022-08;7583,684675
32;2022-08;8600,454798
121;2022-08;3381,088848
155;2022-08;6435,993173
37;2022-08;2357,432042
329;2022-08;9292,716378
274;2022-08;3894,166725
39;2022-08;3107,616204
469;2022-08;7652,919871
241;2022-08;7956,860544
149;2022-08;2991,3315
34;2022-08;5606,690761
271;2022-08;16574,29323
285;2022-08;2993,03612
16;2022-08;9619,226723
135;2022-08;6983,879514
226;2022-08;6369,578757
109;2022-08;3375,088193
411;2022-08;4485,471694
136;2022-08;2034,999297
234;2022-08;4568,333002
211;2022-08;3687,72999
283;2022-08;11668,04097
11;2022-08;4514,788116
137;2022-08;8678,463607
28;2022-08;7152,76818
359;2022-08;5353,434557
173;2022-08;9357,887048
88;2022-08;7065,475143
174;2022-08;6667,121356
202;2022-08;1889,210174
346;2022-08;4159,146711
318;2022-08;8595,635935
199;2022-08;1755,28022
166;2022-08;13525,15789
465;2022-08;27059,13735
408;2022-08;6882,251051
429;2022-08;3758,4519
166;2022-08;13107,2069
439;2022-08;56,8259
351;2022-08;7955,026826
378;2022-08;4033,452481
209;2022-08;4081,220197
60;2022-08;2191,6898
494;2022-08;1004,736036
59;2022-08;4149,154287
436;2022-08;11246,90244
251;2022-08;2412,159937
181;2022-08;3619,101744
447;2022-08;5231,93583
327;2022-08;6183,718248
446;2022-08;8227,117
103;2022-08;4056,576977
102;2022-08;6712,310876
192;2022-08;7863,072352
358;2022-08;12335,41878
105;2022-08;4411,716522
324;2022-08;9295,954181
376;2022-08;9390,24954
252;2022-08;6180,109657
77;2022-08;1460,286689
94;2022-08;16484,60657
93;2022-08;10625,16742
441;2022-08;6088,089096
361;2022-08;10200,18168
408;2022-08;6772,224127
439;2022-08;4595,355361
320;2022-08;9054,004867
195;2022-08;4515,841094
66;2022-08;6184,935136
300;2022-08;6224,975348
64;2022-08;7426,544718
487;2022-08;12381,6174
349;2022-08;2293,768928
432;2022-08;18382,16453
172;2022-08;9725,900243
205;2022-08;8490,824594
88;2022-08;6413,552117
464;2022-08;717,412602
90;2022-08;7628,758777
457;2022-08;6323,71857
186;2022-08;2881,8644
444;2022-08;8387,527881
105;2022-08;3718,926684
407;2022-08;4143,404533
447;2022-08;4981,215727
460;2022-08;1959,248185
97;2022-08;8052,691787
164;2022-08;2942,771223
151;2022-08;2639,458855
237;2022-08;6425,547079
293;2022-08;10010,52695
220;2022-08;9303,478004
280;2022-08;4011,947694
236;2022-08;2752,282953
7;2022-08;17628,22631
146;2022-08;2101,5444
453;2022-08;5006,967704
386;2022-08;12757,84751
223;2022-08;4043,964539
469;2022-08;8011,139658
290;2022-08;8338,981149
124;2022-08;3317,211927
33;2022-08;4551,072094
220;2022-08;9431,517806
485;2022-08;4736,429442
286;2022-08;2381,494092
57;2022-08;5546,816225
409;2022-08;3067,942272
27;2022-08;5359,697146
55;2022-08;4486,637197
226;2022-09;6807,192879
337;2022-09;9308,950036
135;2022-09;7787,035079
119;2022-09;5731,516674
49;2022-09;6697,949015
230;2022-09;3335,736709
422;2022-09;9965,565109
499;2022-09;6960,1844
473;2022-09;3609,496997
240;2022-09;16537,78013
387;2022-09;8309,653514
122;2022-09;16989,5849
242;2022-09;18696,67202
235;2022-09;2090,001243
225;2022-09;8445,870292
274;2022-09;4097,630644
237;2022-09;7219,456435
222;2022-09;6289,2402
291;2022-09;5577,083795
502;2022-09;292,5811
229;2022-09;6212,228684
422;2022-09;10012,17355
56;2022-09;3642,982362
389;2022-09;5955,348314
30;2022-09;7439,310106
281;2022-09;5048,150938
120;2022-09;7490,643029
409;2022-09;2128,732638
144;2022-09;9674,37155
228;2022-09;6238,360303
332;2022-09;6660,112312
333;2022-09;7770,21578
388;2022-09;8164,979183
14;2022-09;10071,39515
15;2022-09;10961,99156
141;2022-09;8319,659687
420;2022-09;5637,142125
494;2022-09;622,1561688
205;2022-09;9388,90987
458;2022-09;9488,132969
430;2022-09;6895,262412
201;2022-09;1781,801723
441;2022-09;4510,44733
317;2022-09;5793,213865
402;2022-09;7643,605043
483;2022-09;4571,151263
68;2022-09;10373,3199
257;2022-09;4006,153272
171;2022-09;7612,632553
261;2022-09;4648,492547
381;2022-09;4479,597135
308;2022-09;18038,37605
254;2022-09;3131,4523
364;2022-09;15785,10652
190;2022-09;7116,764088
435;2022-09;4509,148986
264;2022-09;9694,849013
306;2022-09;10822,03236
414;2022-09;497266,6553
369;2022-09;4922,937631
93;2022-09;7750,842774
206;2022-09;5028,89901
172;2022-09;11772,53275
74;2022-09;8401,347036
403;2022-09;4686,6469
323;2022-09;4271,879142
177;2022-09;13233,22379
